citation_title,year,institution,sub_experiment,parameter_varied,species,strain,sex,tumor_model,model_type,anesthesia,anesthesia_class_simple,oxygen_condition,oxygen_modulated_flag,fixation_method,tissue_type,tissue_class,anatomy_depth,beam_and_field,radiation_type,particle_group,energy,machine_name,beam_type,delivery_mode,pulse_mode,total_dose_Gy,dose_range_Gy,dose_values_Gy,is_fractionated,fractionation_type,fractionation_detail,fractionation_regime,num_fractions,dose_per_fraction_Gy,inter_fraction_interval_days,flash_avg_dose_rate_Gy_s,flash_avg_dose_rate_Gy_s_source,flash_avg_dose_rate_range,flash_inst_dose_rate_Gy_s,flash_inst_dose_rate_Gy_s_source,flash_inst_dose_rate_range,flash_prf_Hz,flash_prf_Hz_source,flash_prf_range,flash_pulse_width_us,flash_pulse_width_us_source,flash_pulse_width_range,flash_num_pulses,flash_num_pulses_source,flash_dose_per_pulse_Gy,flash_dose_per_pulse_Gy_source,flash_irradiation_time_s,flash_irradiation_time_s_source,flash_irradiation_time_range,conv_avg_dose_rate_Gy_s,conv_dose_per_pulse_Gy,proton_spot_dose_rate_Gy_s,proton_field_dose_rate_Gy_s,proton_num_spots,followup_time,sample_size_per_group,endpoints_detected,healthy_tissue_effect,tumor_effect,target_normal_tissue_sparing_binary,effect_direction,dominant_endpoint_type,flash_vs_conv_effect_size_pct,effect_size_endpoint,effect_size_calculability,effect_size_comparator,dmf_endpoint,dmf_calculability,notes_free_text,derived_params,flash_effect_score_derived,is_preprint,peak_toxicity_grade,severe_toxicity,grade3plus_toxicity,endpoint_type,dmf_acute,dmf_fibrosis,energy_MeV,n_mice_acute,n_mice_late,data_notes,conv_inst_dose_rate_Gy_s,conv_pulse_mode,conv_prf_Hz,conv_pulse_width_us,conv_total_dose_Gy,conv_dose_joint_Gy,fractionation_notes,endpoint_class,dmf_type,grade_scale_max,peak_effect_pct,functional_toxicity_severity_flash,functional_toxicity_severity_conv,flash_benefit_magnitude,functional_delta_score,mechanism_flag,flash_threshold_avg_dose_rate_Gy_s,flash_energy_MeV,endpoint_primary,field_cm2,exclusion_note,oxygen_condition_grouped,tumor_effect_grouped,effect_direction_grouped,dmf_type_grouped
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_1Gypp_17Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,17.0,original,,1290000.0,original,,16.0,original,,2.2,original,,17.0,,1.0,original,1.0,missing,,0.2,,,,,"30 day survival, 96hr histology",11,survival;crypt_regeneration,NEUTRAL,NOT_APPLICABLE,,neutral,survival_GI,4.3,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 1 Gy/pulse, 17 Gy/s. Neutral arm. Survival <10%, indistinguishable from CONV.",,,,,,,single_fraction,GI_crypt,not_applicable,,,3,3,0.0,0.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,not_applicable
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_0.40Gypp_103Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,103.7,original,,1290000.0,original,,250.0,original,,2.2,original,,43.0,,0.4,original,0.1639344262295081,missing,,0.2,,,,,"30 day survival, 96hr histology",18,survival;crypt_regeneration,YES,NOT_APPLICABLE,,positive,survival_GI,78.6,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 0.40 Gy/pulse, 103 Gy/s. Strong sparing with modest DPP. Key finding: DPP is not determinative when DRav exceeds 100 Gy/s.",,,,,,,single_fraction,GI_crypt,not_applicable,,,0,3,3.0,1.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,other,not_applicable
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_0.40Gypp_41Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,41.5,original,,1290000.0,original,,100.0,original,,2.2,original,,43.0,,0.4,original,0.4096385542168674,missing,,0.2,,,,,"30 day survival, 96hr histology",23,survival;crypt_regeneration,NEUTRAL,NOT_APPLICABLE,,neutral,survival_GI,43.0,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 0.40 Gy/pulse, 41 Gy/s. Weak/borderline benefit. Survival >30% vs CONV-like at low DRav; still below 100 Gy/s plateau.",,,,,,,single_fraction,GI_crypt,not_applicable,,,2,3,1.0,1.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,not_applicable
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_0.40Gypp_16Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,16.6,original,,1290000.0,original,,40.0,original,,2.2,original,,43.0,,0.4,original,1.0240963855421683,missing,,0.2,,,,,"30 day survival, 96hr histology",10,survival;crypt_regeneration,NEUTRAL,NOT_APPLICABLE,,neutral,survival_GI,0.0,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 0.40 Gy/pulse, 16 Gy/s. Neutral arm. CONV-like survival.",,,,,,,single_fraction,GI_crypt,not_applicable,,,3,3,0.0,0.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,not_applicable
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_0.16Gypp_40Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,40.5,original,,1290000.0,original,,250.0,original,,2.2,original,,106.0,,0.16,original,0.419753086419753,missing,,0.2,,,,,"30 day survival, 96hr histology",18,survival;crypt_regeneration,NEUTRAL,NOT_APPLICABLE,,positive,survival_GI,39.7,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 0.16 Gy/pulse, 40 Gy/s. Borderline/weak benefit. Pooled analysis: survival >30% at ~40 Gy/s across all DPPs.",,,,,,,single_fraction,GI_crypt,not_applicable,,,2,3,1.0,1.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,other,not_applicable
"Average Dose Rate is the Major Temporal Beam
Structure Parameter for Preserving Murine
Intestines With Pulsed Electron FLASH
Radiation Therapy",,Lausanne,FLASH_0.16Gypp_16Gyps,dose_rate,,C57BL/6J,female,,,ketamine_medetomidine,ketamine,normoxia,0.0,,intestine,epithelial,deep,4.5 × 3.5 cm,,electron,,Oriatron eRT6,electron_beam,single_pulse,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,16.2,original,,1290000.0,original,,100.0,original,,2.2,original,,106.0,,0.16,original,1.0493827160493827,missing,,0.2,,,,,"30 day survival, 96hr histology",13,survival;crypt_regeneration,NO,NOT_APPLICABLE,,neutral,survival_GI,2.9,survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"17 Gy, 0.16 Gy/pulse, 16 Gy/s. No sparing. Paper: 30-day survival 8% vs 5% CONV — indistinguishable.",,,,,,,single_fraction,GI_crypt,not_applicable,,,3,3,0.0,0.0,DRav_threshold_GI_sparing,100.0,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,not_applicable
Comparison of FLASH Proton Entrance and the Spread-Out Bragg Peak Dose Regions in the Sparing of Mouse Intestinal Crypts and in a Pancreatic Tumor Model,,University of Pennsylvania,healthy_whole_abdomen_SOBP_FLASH_vs_standard,tissue_site,,C57BL/6J,female,,,isoflurane,isoflurane,normoxia,0.0,,whole_abdomen,epithelial,deep,2 × 2 cm²,,proton,,IBA Proteus Plus with C230 cyclotron,proton_cyclotron,pencil_beam_scanning,,15.0,,,,single_fraction,,single_fraction,1.0,15.0,,108.2,original,,,missing,,,missing,,,missing,,,missing,,not_reported:proton_cyclotron_CW_SOBP,,missing,,0.82,,,,,3.5 days,FLASH n=18; Standard n=18,EdU_cells_per_crypt;percent_regenerated_crypts,YES,NOT_APPLICABLE,,positive,GI_crypt_regeneration,,percent_regenerated_crypts,estimated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"15 Gy WAI, SOBP proton. FLASH significantly increased EdU+ proliferating crypt cells and regenerated crypt % vs SOBP standard. No statistical difference between SOBP and entrance FLASH in GI sparing. 3.5d post-irradiation timepoint.",,,,,,,single_fraction,GI_crypt,not_applicable,,,1,3,2.0,1.0,FLASH_effect_independent_of_depth_region,,,,,,normoxia_ambient,NOT_APPLICABLE,other,not_applicable
Comparison of FLASH Proton Entrance and the Spread-Out Bragg Peak Dose Regions in the Sparing of Mouse Intestinal Crypts and in a Pancreatic Tumor Model,,University of Pennsylvania,healthy_whole_abdomen_entrance_FLASH_vs_standard,tissue_site,,C57BL/6J,female,,,isoflurane,isoflurane,normoxia,0.0,,whole_abdomen,epithelial,deep,2 × 2 cm²,,proton,,IBA Proteus Plus with C230 cyclotron,proton_cyclotron,pencil_beam_scanning,,15.0,,,,single_fraction,,single_fraction,1.0,15.0,,107.1,original,,,missing,,,missing,,,missing,,,missing,,not_reported:proton_cyclotron_CW_SOBP,,missing,,0.83,,,,,3.5 days,FLASH n=20; Standard n=18,EdU_cells_per_crypt;percent_regenerated_crypts,YES,NOT_APPLICABLE,,positive,GI_crypt_regeneration,,percent_regenerated_crypts,estimated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,GI_toxicity,not_applicable,not_applicable,,,,"15 Gy WAI, proton entrance region. Equivalent intestinal sparing vs SOBP FLASH. Both configurations improved crypt regeneration and EdU+ counts vs standard. Confirms FLASH GI sparing is depth-region independent.",,,,,,,single_fraction,GI_crypt,not_applicable,,,1,3,2.0,1.0,FLASH_effect_independent_of_depth_region,,,,,,normoxia_ambient,NOT_APPLICABLE,other,not_applicable
Comparison of FLASH Proton Entrance and the Spread-Out Bragg Peak Dose Regions in the Sparing of Mouse Intestinal Crypts and in a Pancreatic Tumor Model,,University of Pennsylvania,pancreatic_tumor_SOBP_FLASH_vs_standard,tissue_site,,C57BL/6J,female,MH641905 syngeneic mouse pancreatic flank tumor,,isoflurane,isoflurane,normoxia,0.0,,flank,tumor,mid_depth,1 cm diameter,,proton,,IBA Proteus Plus with C230 cyclotron,proton_cyclotron,pencil_beam_scanning,,18.0,,,,single_fraction,,single_fraction,1.0,18.0,,106.2,original,,,missing,,,missing,,,missing,,,missing,,missing,,missing,,0.7,,,,,until tumor volume >1500 mm³; 30 days post-RT,FLASH n=7; Standard n=7,tumor_growth;post_RT_survival,NOT_APPLICABLE,SAME,,positive,tumor_growth_control,55.0,post_RT_survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"18 Gy pancreatic flank tumor, SOBP proton. Tumor control equivalent between FLASH and standard. Preserved tumoricidal effectiveness under FLASH delivery.",,,,,,,single_fraction,(blank),not_applicable,,,3,3,0.0,0.0,FLASH_effect_independent_of_depth_region,,,,,,normoxia_ambient,equivalent_same_as_conv,other,not_applicable
Comparison of FLASH Proton Entrance and the Spread-Out Bragg Peak Dose Regions in the Sparing of Mouse Intestinal Crypts and in a Pancreatic Tumor Model,,University of Pennsylvania,pancreatic_tumor_entrance_FLASH_vs_standard,tissue_site,,C57BL/6J,female,MH641905 syngeneic mouse pancreatic flank tumor,,isoflurane,isoflurane,normoxia,0.0,,flank,tumor,superficial,1 cm diameter,,proton,,IBA Proteus Plus with C230 cyclotron,proton_cyclotron,pencil_beam_scanning,,18.0,,,,single_fraction,,single_fraction,1.0,18.0,,118.5,original,,,missing,,,missing,,,missing,,,missing,,missing,,missing,,0.74,,,,,until tumor volume >1500 mm³; 30 days post-RT,FLASH n=7; Standard n=8,tumor_growth;post_RT_survival,NOT_APPLICABLE,SAME,,neutral,tumor_growth_control,0.0,post_RT_survival,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"18 Gy pancreatic flank tumor, proton entrance region. Tumor growth kinetics equivalent between FLASH and standard. No depth-region effect on tumor control.",,,,,,,single_fraction,(blank),not_applicable,,,3,3,0.0,0.0,FLASH_effect_independent_of_depth_region,,,,,,normoxia_ambient,equivalent_same_as_conv,neutral_no_effect,not_applicable
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,1_fraction_14Gy,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,14.0,,,,single_fraction,,single_fraction,1.0,14.0,,205.0,derived,,1100000.0,derived,,90.0,original,,1.9,original,,7.0,derived,2.0,reported:Decrease_in_DPF_paper_1fx,0.0667,derived,,0.5,,,,,15 days,FLASH n=10; CONV n=10,survival;GI_toxicity,NO,NOT_APPLICABLE,0.0,neutral,survival,0.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.14,not_applicable,,,,14 Gy x1. 100% survival both CONV and FLASH. No same-dose sparing visible; below LD50 for both modalities despite overall DMF=1.14 for regimen.,,,,,,,single,GI_crypt,LD50_based,,,0,0,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,1_fraction_16Gy,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,16.0,,,,single_fraction,,single_fraction,1.0,16.0,,205.0,derived,,1100000.0,derived,,90.0,original,,1.9,original,,8.0,derived,2.0,reported:Decrease_in_DPF_paper_1fx,0.0667,derived,,0.5,,,,,15 days,FLASH n=29; CONV n=20,survival;GI_toxicity,YES,NOT_APPLICABLE,1.0,positive,survival,95.6,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.14,not_applicable,,,,16 Gy x1. FLASH 95.6% survival vs CONV 0%. Strongest same-dose FLASH-sparing arm in paper.,,,,,,,single,GI_crypt,LD50_based,,,0,3,3.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,other,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,1_fraction_17Gy,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,17.0,,,,single_fraction,,single_fraction,1.0,17.0,,205.0,derived,,1100000.0,derived,,90.0,original,,1.9,original,,8.5,derived,2.0,reported:Decrease_in_DPF_paper_1fx,0.0667,derived,,0.5,,,,,15 days,FLASH n=10; CONV n=15,survival;GI_toxicity,YES,NOT_APPLICABLE,1.0,positive,survival,50.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.14,not_applicable,,,,17 Gy x1. FLASH 50% survival vs CONV 0%. Real but moderate benefit; FLASH toxicity now moderate.,,,,,,,single,GI_crypt,LD50_based,,,2,3,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,other,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,1_fraction_18Gy,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,18.0,,,,single_fraction,,single_fraction,1.0,18.0,,205.0,derived,,1100000.0,derived,,90.0,original,,1.9,original,,9.0,derived,2.0,reported:Decrease_in_DPF_paper_1fx,0.0667,derived,,0.5,,,,,15 days,FLASH n=10; CONV not tested,survival;GI_toxicity,NO_COMPARISON,NOT_APPLICABLE,,NOT_COMPARABLE_SINGLE_ARM,survival,,post_RT_survival,not_calculable,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.14,not_applicable,,,,18 Gy x1. FLASH 20% survival; no matched CONV arm in study. Regimen-level dmf_acute=1.14 applies but same-dose delta cannot be computed.,,,,,,,single,GI_crypt,LD50_based,,,3,not_applicable,not_applicable,not_applicable,,,,,,,normoxia_ambient,NOT_APPLICABLE,not_comparable,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,1_fraction_20Gy,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,205.0,derived,,1100000.0,derived,,90.0,original,,1.9,original,,10.0,derived,2.0,reported:Decrease_in_DPF_paper_1fx,0.0667,derived,,0.5,,,,,15 days,FLASH n=20; CONV not tested,survival;GI_toxicity,NO_COMPARISON,NOT_APPLICABLE,,NOT_COMPARABLE_SINGLE_ARM,survival,,post_RT_survival,not_calculable,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.14,not_applicable,,,,20 Gy x1. FLASH 0% survival; no matched CONV arm in study. Same logic as 18 Gy arm.,,,,,,,single,GI_crypt,LD50_based,,,3,not_applicable,not_applicable,not_applicable,,,,,,,normoxia_ambient,NOT_APPLICABLE,not_comparable,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,2_fractions_8Gy_per_fraction,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,16.0,,,,fractionated,,multi-day_fractionated,2.0,8.0,1.0,255.0,derived,,1100000.0,derived,,90.0,original,,1.79,original,,4.0,derived,2.0,derived:dose_per_fx/NP_Decrease_in_DPF_paper_2fx,0.074,derived,,0.5,,,,,15 days from first fraction,FLASH n=10; CONV n=10,survival;GI_toxicity,NO,NOT_APPLICABLE,0.0,neutral,survival,0.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.03,not_applicable,,,,2x8 Gy. 100% survival CONV and FLASH. No same-dose sparing.,,,,,,,"2 fractions over 2 consecutive days, 24h apart",GI_crypt,LD50_based,,,0,0,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,2_fractions_9Gy_per_fraction,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,18.0,,,,fractionated,,multi-day_fractionated,2.0,9.0,1.0,255.0,derived,,1100000.0,derived,,90.0,original,,1.98,original,,4.0,derived,2.25,derived:dose_per_fx/NP_Decrease_in_DPF_paper_2fx,0.074,derived,,0.5,,,,,15 days from first fraction,FLASH n=10; CONV n=15,survival;GI_toxicity,MODERATE,NOT_APPLICABLE,1.0,positive,survival,13.3,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.03,not_applicable,,,,"2x9 Gy. FLASH 100% survival, CONV 86.7%. Non-significant trend; small benefit. Consistent with overall 2fx DMF=1.03.",,,,,,,"2 fractions over 2 consecutive days, 24h apart",GI_crypt,LD50_based,,,0,1,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,other,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,2_fractions_10Gy_per_fraction,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,20.0,,,,fractionated,,multi-day_fractionated,2.0,10.0,1.0,255.0,derived,,1100000.0,derived,,90.0,original,,1.79,original,,5.0,derived,2.0,derived:dose_per_fx/NP_Decrease_in_DPF_paper_2fx,0.074,derived,,0.5,,,,,15 days from first fraction,FLASH n=10; CONV n=15,survival;GI_toxicity,YES,NOT_APPLICABLE,1.0,positive,survival,30.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.03,not_applicable,,,,"2x10 Gy. FLASH 70% survival, CONV 40%. Clearest same-dose sparing in 2fx regimen; still modest vs single-fraction setting.",,,,,,,"2 fractions over 2 consecutive days, 24h apart",GI_crypt,LD50_based,,,1,2,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,other,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,2_fractions_11Gy_per_fraction,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,22.0,,,,fractionated,,multi-day_fractionated,2.0,11.0,1.0,255.0,derived,,1100000.0,derived,,90.0,original,,1.942,original,,5.0,derived,2.2,derived:dose_per_fx/NP_Decrease_in_DPF_paper_2fx,0.074,derived,,0.5,,,,,15 days from first fraction,FLASH n=10; CONV n=15,survival;GI_toxicity,NO,NOT_APPLICABLE,0.0,neutral,survival,0.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.03,not_applicable,,,,2x11 Gy. 0% survival both arms.,,,,,,,"2 fractions over 2 consecutive days, 24h apart",GI_crypt,LD50_based,,,3,3,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,ld50_or_clonogenic
Decrease in dose per fraction impairs the FLASH sparing effect in murine intestine model,,Lausanne University Hospital / University of Lausanne,2_fractions_12Gy_per_fraction,fractionation;dose_per_fraction,,C57BL/6,female,,,ketamine_medetomidine,injectable_dissociative_plus_alpha2_agonist,normoxia,0.0,,intestine,epithelial,deep,3 cm diameter,,electron,,FLASH Mobetron LINAC (IntraOp),electron_beam,,,24.0,,,,fractionated,,multi-day_fractionated,2.0,12.0,1.0,255.0,derived,,1100000.0,derived,,90.0,original,,1.79,original,,6.0,derived,2.0,derived:dose_per_fx/NP_Decrease_in_DPF_paper_2fx,0.074,derived,,0.5,,,,,15 days from first fraction,FLASH n=10; CONV n=5,survival;GI_toxicity,NO,NOT_APPLICABLE,0.0,neutral,survival,0.0,post_RT_survival,calculated,FLASH_vs_CONV,LD50/NTCP,calculated,,,,,not_applicable,,,GI_toxicity,1.03,not_applicable,,,,2x12 Gy. 0% survival both arms.,,,,,,,"2 fractions over 2 consecutive days, 24h apart",GI_crypt,LD50_based,,,3,3,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,ld50_or_clonogenic
